CAMPECHE,CALKINÍ,BÉCAL,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM 169,UEMSTAYCM,04XTA0169Y
CAMPECHE,CALKINÍ,BÉCAL,COLEGIO DE BACHILLERES PLANTEL 11 BECAL,COBACH,04ECB0011T
CAMPECHE,CALKINÍ,CALKINÍ,CENTRO DE ATENCION PARA ESTUDIANTES CON DISCAPACIDAD CBTIS 126,DGB (CAED),04DER0003K
CAMPECHE,CALKINÍ,CALKINÍ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 126,UEMSTIS,04DCT0427G
CAMPECHE,CALKINÍ,CALKINÍ,COLEGIO DE BACHILLERES PLANTEL 13 CALKINI,COBACH,04ECB0013R
CAMPECHE,CALKINÍ,ISLA ARENA,TELEBACHILLERATO COMUNITARIO ISLA ARENA,TELEBACHCOMUNITARIOS,04ETK0010S
ENTIDAD,MUNICIPIO,LOCALIDAD,NOMBRE DEL PLANTEL,SUBSISTEMA,CCT
CAMPECHE,CALKINÍ,NUNKINÍ,COLEGIO DE BACHILLERES PLANTEL 08 NUNKINI,COBACH,04ECB0008F
CAMPECHE,CAMPECHE,ADOLFO RUIZ CORTÍNEZ,TELEBACHILLERATO COMUNITARIO ADOLFO RUIZ CORTINEZ,TELEBACHCOMUNITARIOS,04ETK0013P
CAMPECHE,CAMPECHE,ALFREDO V. BONFIL,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO PLANTEL ALFREDO V BONFIL,CECYTE,04ETC0001B
CAMPECHE,CAMPECHE,CHINÁ,EDUCACION MEDIA SUPERIOR A DISTANCIA 18 CHINA,EMSAD,04EMS0018T
CAMPECHE,CAMPECHE EX-HA,CIENDA SANTA CRISTINA (CBTA NÚME,RCOE 1N5T)RO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM 15,UEMSTAYCM,04DTA0015H
CAMPECHE,CAMPECHE,LERMA,COLEGIO DE BACHILLERES PLANTEL 19 LERMA,COBACH,04ECB0019L
CAMPECHE,CAMPECHE,PICH,EDUCACION MEDIA SUPERIOR A DISTANCIA 20 PICH,EMSAD,04EMS0020H
CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,BTED CAMPECHE,BTED,04DED0001J
CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO PLANTEL CAMPECHE,CECYTE,04ETC0009U
CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,CENTRO DE ATENCION PARA ESTUDIANTES CON DISCAPACIDADCBTIS 009,DGB (CAED),04DER0002L
CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 9,UEMSTIS,04DCT0022P
CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM 02,UEMSTAYCM,04DCM0001T
CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,"ESCUELA PREPARATORIA ""PROFR. RAMÓN BERZUNZA HERRERA""",BACHEST,04EBH0016J
CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,"ESCUELA PREPARATORIA ""PROFR. RAMÓN BERZUNZA HERRERA""",BACHEST,04EBH0022U
CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,ESCUELA PREPARATORIA DR NAZARIO VICTOR MONTEJO GODOY,AUTÓNOMA,04UBH0002Y
CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,ESCUELA PREPARATORIA ESTATAL POR COOPERACION FERNANDO E ANGLI LARA,BACHEST,04ECT0001B
CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,ESCUELA PREPARATORIA LIC ERMILO SANDOVAL CAMPOS,AUTÓNOMA,04UBH0001Z
CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,PLANTEL CONALEP 020 LIC GUILLERMO GONZALEZ GALERA,CONALEP,04DPT0001G
CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,PREPARATORIA EN LÍNEA DEL INSTITUTO CAMPECHANO,BACHEST,04EBH0027P
CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,SUBSISTEMA PREPARATORIA ABIERTA,PREPAABIERTA,04EEX0001W
CAMPECHE,CAMPECHE,TIKINMUL,TELEBACHILLERATO COMUNITARIO TIKINMUL,TELEBACHCOMUNITARIOS,04ETK0005G
CAMPECHE,CANDELARIA,CANDELARIA,COLEGIO DE BACHILLERES PLANTEL 02 CANDELARIA,COBACH,04ECB0002L
CAMPECHE,CANDELARIA,EL DESENGAÑO,EDUCACION MEDIA SUPERIOR A DISTANCIA 07 EL DESENGAÑO,EMSAD,04EMS0007N
CAMPECHE,CANDELARIA,EL NARANJO,CENTRO DE EDUCACION MEDIA SUPERIOR A DISTANCIA 21 EL NARANJO,EMSAD,04EMS0021G
CAMPECHE,CANDELARIA,LA ESMERALDA,EDUCACION MEDIA SUPERIOR A DISTANCIA 04 LA ESMERALDA,EMSAD,04EMS0004Q
CAMPECHE,CANDELARIA,MIGUEL HIDALGO Y COSTILLA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO PLANTEL MIGUEL HIDALGO,CECYTE,04ETC0004Z
CAMPECHE,CANDELARIA,PABLO GARCÍA,TELEBACHILLERATO COMUNITARIO,TELEBACHCOMUNITARIOS,04ETK0004H
CAMPECHE,CANDELARIA,SAN JOSÉ DE LAS MONTAÑAS,TELEBACHILLERATO COMUNITARIO SAN JOSE DE LAS MONTAÑAS,TELEBACHCOMUNITARIOS,04ETK0018K
CAMPECHE,CARMEN,ATASTA,COLEGIO DE BACHILLERES PLANTEL 05 ATASTA,COBACH,04ECB0005I
CAMPECHE,CARMEN,CHICBUL,COLEGIO DE BACHILLERES PLANTEL 10 CHICBUL,COBACH,04ECB0010U
CAMPECHE,CARMEN,CIUDAD DEL CARMEN,CENTRO DE ATENCION PARA ESTUDIANTES CON DISCAPACIDAD CECATI 050,DGB (CAED),04DER0001M
CAMPECHE,CARMEN,CIUDAD DEL CARMEN,CENTRO DE ATENCION PARA ESTUDIANTES CON DISCAPACIDAD CETMAR 29,DGB (CAED),04DER0005I
CAMPECHE,CARMEN,CIUDAD DEL CARMEN,CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM 29,UEMSTAYCM,04DCM0002S
CAMPECHE,CARMEN,CIUDAD DEL CARMEN,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM 20,UEMSTIS,04DCT0021Q
CAMPECHE,CARMEN,CIUDAD DEL CARMEN,ESCUELA PREPARATORIA DIURNA,AUTÓNOMA,04UBH0006U
CAMPECHE,CARMEN,CIUDAD DEL CARMEN,PLANTEL CONALEP 021 CIUDAD DEL CARMEN,CONALEP,04DPT0002F
CAMPECHE,CARMEN,CONQUISTA CAMPESINA,EDUCACION MEDIA SUPERIOR A DISTANCIA 19 CONQUISTA CAMPESINA,EMSAD,04EMS0019S
CAMPECHE,CARMEN,EL AGUACATAL,EDUCACION MEDIA SUPERIOR A DISTANCIA 09 EL AGUACATAL,EMSAD,04EMS0009L
CAMPECHE,CARMEN,ISLA AGUADA,EDUCACION MEDIA SUPERIOR A DISTANCIA 03 ISLA AGUADA,EMSAD,04EMS0003R
CAMPECHE,CARMEN LICEN,CIADO GUSTAVO DÍAZ ORDAZ (18 DE M,ATREZLOE)BACHILLERATO COMUNITARIO GUSTAVO DIAZ ORDAZ,TELEBACHCOMUNITARIOS,04ETK0017L
CAMPECHE,CARMEN,MAMANTEL (PANCHO VILLA),COLEGIO DE BACHILLERES PLANTEL 06 MAMANTEL,COBACH,04ECB0006H
CAMPECHE,CARMEN,NUEVO PROGRESO,COLEGIO DE BACHILLERES PLANTEL 17 NUEVO PROGRESO,COBACH,04ECB0017N
CAMPECHE,CARMEN,OXCABAL,TELEBACHILLERATO COMUNITARIO,TELEBACHCOMUNITARIOS,04ETK0001K
CAMPECHE,CARMEN,SABANCUY,ESCUELA PREPARATORIA PROFR MANUEL J GARCIA PINTO,AUTÓNOMA,04UBH0004W
CAMPECHE,CHAMPOTÓN,CARLOS SALINAS DE GORTARI,TELEBACHILLERATO COMUNITARIO CARLOS SALINAS DE GORTARI,TELEBACHCOMUNITARIOS,04ETK0016M
CAMPECHE,CHAMPOTÓN,CARRILLO PUERTO,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO PLANTEL FELIPE CARRILLO PUERT,OCECYTE,04ETC0008V
CAMPECHE,CHAMPOTÓN,CHAMPOTÓN,CENTRO DE ATENCION PARA ESTUDIANTES CON DISCAPACIDAD CETIS 082,DGB (CAED),04DER0004J
CAMPECHE,CHAMPOTÓN,CHAMPOTÓN,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM 82,UEMSTIS,04DCT0001C
CAMPECHE,CHAMPOTÓN,CHAMPOTÓN,COLEGIO DE BACHILLERES PLANTEL 09 CHAMPOTON,COBACH,04ECB0009E
CAMPECHE,CHAMPOTÓN,CHAMPOTÓN,ESCUELA PREPARATORIA NOCTURNA CHAMPOTON,BACHEST,04EBH0013M
CAMPECHE,CHAMPOTÓN,LEY FEDERAL DE REFORMA AGRARIA,COLEGIO DE BACHILLERES PLANTEL 15 LEY FEDERAL DE REFORMA AGRARIA,COBACH,04ECB0015P
CAMPECHE,CHAMPOTÓN,MIGUEL COLORADO,TELEBACHILLERATO COMUNITARIO MIGUEL COLORADO,TELEBACHCOMUNITARIOS,04ETK0011R
CAMPECHE,CHAMPOTÓN,NAYARIT CASTELLOT,TELEBACHILLERATO COMUNITARIO NAYARIT CASTELLOT,TELEBACHCOMUNITARIOS,04ETK0015N
CAMPECHE,CHAMPOTÓN,SANTO DOMINGO KESTÉ,EXTENSION DEL CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 15,UEMSTAYCM,04XTA0001S
CAMPECHE,CHAMPOTÓN,SIHOCHAC,EDUCACION MEDIA SUPERIOR A DISTANCIA 06 SIHOCHAC,EMSAD,04EMS0006O
CAMPECHE,CHAMPOTÓN,XBACAB,COLEGIO DE BACHILLERES PLANTEL 18 XBACAB,COBACH,04ECB0018M
CAMPECHE,CHAMPOTÓN,YOHALTÚN,TELEBACHILLERATO COMUNITARIO YOHALTUN,TELEBACHCOMUNITARIOS,04ETK0014O
CAMPECHE,DZITBALCHÉ,DZITBALCHÉ,PLANTEL CONALEP 272 DZITBALCHE,CONALEP,04DPT0003E
CAMPECHE,ESCÁRCEGA,ADOLFO LÓPEZ MATEOS,COLEGIO DE BACHILLERES PLANTEL 16 ADOLFO LOPEZ MATEOS,COBACH,04ECB0016O
CAMPECHE,ESCÁRCEGA,DON SAMUEL,COLEGIO DE BACHILLERES PLANTEL 20 DON SAMUEL,COBACH,04ECB0020A
CAMPECHE,ESCÁRCEGA,ESCÁRCEGA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM 62,UEMSTAYCM,04DTA0062S
CAMPECHE,ESCÁRCEGA,ESCÁRCEGA,COLEGIO DE BACHILLERES PLANTEL 03 ESCARCEGA,COBACH,04ECB0003K
CAMPECHE,ESCÁRCEGA,LA LIBERTAD,COLEGIO DE BACHILLERES PLANTEL 21 LA LIBERTAD,COBACH,04ECB0021Z
CAMPECHE,ESCÁRCEGA,LA VICTORIA,TELEBACHILLERATO COMUNITARIO LA VICTORIA,TELEBACHCOMUNITARIOS,04ETK0012Q
CAMPECHE,ESCÁRCEGA,LAGUNA GRANDE,TELEBACHILLERATO COMUNITARIO LAGUNA GRANDE,TELEBACHCOMUNITARIOS,04ETK0009C
CAMPECHE,HECELCHAKÁN,CHUNKANÁN,TELEBACHILLERATO COMUNITARIO CHUNKANAN,TELEBACHCOMUNITARIOS,04ETK0006F
CAMPECHE,HECELCHAKÁN,CUMPICH,TELEBACHILLERATO COMUNITARIO,TELEBACHCOMUNITARIOS,04ETK0002J
CAMPECHE,HECELCHAKÁN,HECELCHAKÁN,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM 169,UEMSTAYCM,04DTA0169K
CAMPECHE,HECELCHAKÁN,HECELCHAKÁN,COLEGIO DE BACHILLERES PLANTEL 01 HECELCHAKAN,COBACH,04ECB0001M
CAMPECHE,HECELCHAKÁN,POMUCH,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO PLANTEL POMUCH,CECYTE,04ETC0005Y
CAMPECHE,HOPELCHÉN,BOLONCHÉN DE REJÓN,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM 15,UEMSTAYCM,04XTA0015V
CAMPECHE,HOPELCHÉN,BOLONCHÉN DE REJÓN,EDUCACION MEDIA SUPERIOR A DISTANCIA 05 BOLONCHEN DE REJON,EMSAD,04EMS0005P
CAMPECHE,HOPELCHÉN,CHUNCHINTOK,TELEBACHILLERATO COMUNITARIO CHUNCHINTOK,TELEBACHCOMUNITARIOS,04ETK0007E
CAMPECHE,HOPELCHÉN,DZIBALCHÉN,EDUCACION MEDIA SUPERIOR A DISTANCIA 11 DZIBALCHEN,EMSAD,04EMS0011Z
CAMPECHE,HOPELCHÉN,HOPELCHÉN,CENTRO DE ESTUDIOS DE BACHILLERATO 6/2 JERONIMO BAQUEIRO FOSTER,DGB,04DBP0001R
CAMPECHE,HOPELCHÉN,HOPELCHÉN,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO PLANTEL HOPELCHEN,CECYTE,04ETC0003Z
CAMPECHE,HOPELCHÉN,SUC-TUC,TELEBACHILLERATO COMUNITARIO SUC-TUC,TELEBACHCOMUNITARIOS,04ETK0008D
ENTIDAD,MUNICIPIO,LOCALIDAD,NOMBRE DEL PLANTEL,SUBSISTEMA,CCT
CAMPECHE,HOPELCHÉN,UKUM,EDUCACION MEDIA SUPERIOR A DISTANCIA 01 UKUM,EMSAD,04EMS0001T
CAMPECHE,HOPELCHÉN,VICENTE GUERRERO,TELEBACHILLERATO COMUNITARIO VICENTE GUERRERO (ITURBIDE),TELEBACHCOMUNITARIOS,04ETK0019J
CAMPECHE,PALIZADA,EL JUNCAL,EDUCACION MEDIA SUPERIOR A DISTANCIA EL JUNCAL,EMSAD,04EMS0012Z
CAMPECHE,PALIZADA,PALIZADA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO PLANTEL PALIZADA,CECYTE,04ETC0002A
CAMPECHE,SEYBAPLAYA,SEYBAPLAYA,COLEGIO DE BACHILLERES PLANTEL 04 SEYBAPLAYA,COBACH,04ECB0004J
CAMPECHE,TENABO,TENABO,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM 169,UEMSTAYCM,04XTA0170N
CAMPECHE,TENABO,TENABO,COLEGIO DE BACHILLERES PLANTEL 07 TENABO,COBACH,04ECB0007G
CHIAPAS,ACACOYAGUA,ACACOYAGUA,ESCUELA PREPARATORIA AGROPECUARIA BELISARIO DOMINGUEZ PALENCIA,BACHEST,07EBH0047Z
CHIAPAS,ACACOYAGUA,ACACOYAGUA,ESCUELA PREPARATORIA AGROPECUARIA BELISARIO DOMINGUEZ PALENCIA,BACHEST,07EBH0076V
CHIAPAS,ACACOYAGUA,LOS CACAOS,219 LOS CACAOS,EMSAD,07EMS0129V
CHIAPAS,ACACOYAGUA,NUEVA LIBERTAD,218 NUEVA LIBERTAD,EMSAD,07EMS0118P
CHIAPAS,ACALA,ACALA,ESCUELA PREPARATORIA RENOVACION ANGEL ROBLES RAMIREZ,BACHEST,07EBH0040G
CHIAPAS,ACALA,ADOLFO LÓPEZ MATEOS,TELEBACHILLERATO COMUNITARIO NUMERO 11 LEONA VICARIO,TELEBACHCOMUNITARIOS,07ETK0028O
CHIAPAS,ACALA,SAN PEDRO NICHI,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUMERO 310,UEMSTAYCM,07DTA0002A
CHIAPAS,ACAPETAHUA,ABSALÓN CASTELLANOS DOMÍNGUEZ,152 ABSALON CASTELLANOS DOMINGUEZ,EMSAD,07EMS0080T
CHIAPAS,ACAPETAHUA,ACAPETAHUA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS ACAPETAHUA,CECYTE,07ETC0006U
CHIAPAS,ACAPETAHUA,BARRA ZACAPULCO,TELEBACHILLERATO COMUNITARIO NUMERO 113 JUAN SABINES GUTIERREZ,TELEBACHCOMUNITARIOS,07ETK0113L
CHIAPAS,ACAPETAHUA,JIQUILPAN (ESTACIÓN BONANZA),TELEBACHILLERATO NUM. 44 BELISARIO DOMINGUEZ PALENCIA,TELEBACH,07ETH0056X
CHIAPAS,ACAPETAHUA,LA PALMA,TELEBACHILLERATO NUM. 110 IGNACIO LOPEZ RAYON,TELEBACH,07ETH0110A
CHIAPAS,ACAPETAHUA,LAS MURALLAS,TELEBACHILLERATO COMUNITARIO NUMERO 114 JOSEFA ORTIZ DE DOMINGUEZ,TELEBACHCOMUNITARIOS,07ETK0114K
CHIAPAS,ACAPETAHUA,LUIS ESPINOZA,189 LUIS ESPINOZA,EMSAD,07EMS0116R
CHIAPAS,ACAPETAHUA,SOCONUSCO,217 SOCONUSCO,EMSAD,07EMS0152W
CHIAPAS,ALDAMA,ALDAMA,280 ALDAMA,EMSAD,07EMS0198R
CHIAPAS,ALTAMIRANO,ALTAMIRANO,45 ALTAMIRANO,COBACH,07ECB0051R
CHIAPAS,ALTAMIRANO,ALTAMIRANO,PLANTEL CONALEP 331 ALTAMIRANO,CONALEP,07DPT0013I
CHIAPAS,ALTAMIRANO,BELISARIO DOMÍNGUEZ,320 BELISARIO DOMINGUEZ PALENCIA,EMSAD,07EMS0238B
CHIAPAS,ALTAMIRANO JOA,QUÍN MIGUEL GUTIÉRREZ (RANCHO MA,TTEEOL)EBACHILLERATO NUM. 117 LEONARDO BRAVO,TELEBACH,07ETH0115W
CHIAPAS,ALTAMIRANO,LA LAGUNA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS 43 LA LAGUNA,CECYTE,07ETC0045W
CHIAPAS,ALTAMIRANO,LUIS ESPINOZA,169 LUIS ESPINOZA,EMSAD,07EMS0096U
CHIAPAS,ALTAMIRANO M,ORELIA (VICTÓRICO RODOLFO GRAJALE,ST)ELEBACHILLERATO COMUNITARIO NUMERO 116 VICENTE GUERRERO,TELEBACHCOMUNITARIOS,07ETK0116I
CHIAPAS,ALTAMIRANO,PUERTO RICO,193 PUERTO RICO,EMSAD,07EMS0130K
CHIAPAS,ALTAMIRANO,SAN FRANCISCO,TELEBACHILLERATO COMUNITARIO NUMERO 115 ANGEL ALBINO CORZO,TELEBACHCOMUNITARIOS,07ETK0115J
CHIAPAS,ALTAMIRANO,VENUSTIANO CARRANZA,275 VENUSTIANO CARRANZA,EMSAD,07EMS0190Z
CHIAPAS,AMATÁN,AMATÁN,229 AMATAN,COBACH,07ECB0100J
CHIAPAS,AMATÁN,AMATÁN,TELEBACHILLERATO NUM. 40 JAIME SABINES GUTIERREZ,TELEBACH,07ETH0038H
CHIAPAS,AMATÁN,EL CALVARIO,93 EL CALVARIO,COBACH,07ECB0095O
CHIAPAS,AMATÁN,REFORMA Y PLANADA,TELEBACHILLERATO NUM. 88 BENITO JUAREZ GARCIA,TELEBACH,07ETH0081W
CHIAPAS,AMATÁN,SAN LORENZO,TELEBACHILLERATO COMUNITARIO NUMERO 117 BENITO JUAREZ GARCIA,TELEBACHCOMUNITARIOS,07ETK0117H
CHIAPAS,AMATÁN,SAN LORENZO,VENUSTIANO CARRANZA,BACHPART,07PBH0138X
CHIAPAS,AMATENANGO DE LA FRONTERA,AMATENANGO DE LA FRONTERA,297 AMATENANGO DE LA FRONTERA,EMSAD,07EMS0215R
CHIAPAS,AMATENANGO DE LA FRONTERA,EL PACAYAL,146 EL PACAYAL,COBACH,07ECB0106D
CHIAPAS,AMATENANGO DE LA FRONTERA,GUADALUPE VICTORIA,51 GUADALUPE VICTORIA,COBACH,07ECB0056M
CHIAPAS,AMATENANGO DE LA FRONTERA,MONTE ORDÓÑEZ,TELEBACHILLERATO COMUNITARIO NUMERO 13 JOSÉ VASCONCELOS,TELEBACHCOMUNITARIOS,07ETK0033Z
CHIAPAS,AMATENANGO DE LA FRONTERA,NUEVO AMATENANGO,133 NUEVO AMATENANGO,COBACH,07ECB0105E
CHIAPAS,AMATENANGO DE LA FRONTERA,POTRERILLO,334 POTRERILLO,EMSAD,07EMS0252V
CHIAPAS,AMATENANGO DE LA FRONTERA,RÍO GUERRERO,216 RIO GUERRERO,EMSAD,07EMS0131J
CHIAPAS,AMATENANGO DEL VALLE,AMATENANGO DEL VALLE,256 AMATENANGO DEL VALLE,EMSAD,07EMS0172J
CHIAPAS,AMATENANGO DEL VALLE,SAN CARALAMPIO CHAVÍN,TELEBACHILLERATO COMUNITARIO NUMERO 118 JOSE FRANCISCO GONZALEZ BOCANEGRA,TELEBACHCOMUNITARIOS,07ETK0118G
CHIAPAS,ÁNGEL ALBINO CORZOJALT,ENANGO DE LA PAZ (ÁNGEL ALBINO CO,RCZOOL)EGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS ANGEL ALBINO CORZO,CECYTE,07ETC0002Y
CHIAPAS,ÁNGEL ALBINO CORZOJALT,ENANGO DE LA PAZ (ÁNGEL ALBINO CO,RTZEOL)EBACHILLERATO COMUNITARIO NUMERO 233 MANUEL VELASCO SUAREZ,TELEBACHCOMUNITARIOS,07ETK0233Y
CHIAPAS,ÁNGEL ALBINO CORZO,LIBERTAD DEL PAJAL,238 LIBERTAD DEL PAJAL,EMSAD,07EMS0156S
CHIAPAS,ÁNGEL ALBINO CORZO,NUEVA COLOMBIA,TELEBACHILLERATO COMUNITARIO NUMERO 14 ANGEL ALBINO CORZO,TELEBACHCOMUNITARIOS,07ETK0061W
CHIAPAS,ÁNGEL ALBINO CORZO,NUEVA INDEPENDENCIA,TELEBACHILLERATO NUM. 09 JOSE MARIA MORELOS Y PAVON,TELEBACH,07ETH0009M
CHIAPAS,ÁNGEL ALBINO CORZO,NUEVA PALESTINA,158NUEVA PALESTINA,EMSAD,07EMS0213T
CHIAPAS,ÁNGEL ALBINO CORZO,PLAN DE AYUTLA,239 PLAN DE AYUTLA,EMSAD,07EMS0157R
CHIAPAS,ARRIAGA,ARRIAGA,232 ARRIAGA,COBACH,07ECB0094P
CHIAPAS,ARRIAGA,ARRIAGA,ESCUELA PREPARATORIA ARRIAGA,BACHEST,07EBH0035V
CHIAPAS,ARRIAGA,ARRIAGA,ESCUELA PREPARATORIA JORGE H. BEDWELL,BACHEST,07EBH0023Q
CHIAPAS,ARRIAGA,AZTECA (LA PUNTA),TELEBACHILLERATO COMUNITARIO NUMERO 234 BENITO JUAREZ GARCIA,TELEBACHCOMUNITARIOS,07ETK0234X
CHIAPAS,ARRIAGA,EMILIANO ZAPATA,ESCUELA PREPARATORIA AGROPECUARIA EMILIANO ZAPATA SALAZAR,BACHEST,07EBH0061T
CHIAPAS,ARRIAGA,PUNTA FLOR,TELEBACHILLERATO COMUNITARIO NUMERO 119 LUIS DONALDO COLOSIO MURRIETA,TELEBACHCOMUNITARIOS,07ETK0119F
CHIAPAS,ARRIAGA,SANTA LUCÍA,CENTRO DE ESTUDIOS TÉCNOLOGICOS DEL MAR N0 24 EXTENSIÓN ARRIAGA,UEMSTAYCM,07XCM0002C
CHIAPAS,ARRIAGA,VILLA DEL MAR,TELEBACHILLERATO COMUNITARIO NUMERO 120 JOSE VASCONCELOS CALDERON,TELEBACHCOMUNITARIOS,07ETK0120V
CHIAPAS,BEJUCAL DE OCAMPO,BEJUCAL DE OCAMPO,TELEBACHILLERATO NUM. 70 VENUSTIANO CARRANZA,TELEBACH,07ETH0075L
CHIAPAS,BEJUCAL DE OCAMPO,OJO DE AGUA CENTRO,85 OJO DE AGUA,EMSAD,07EMS0013V
CHIAPAS,BELLA VISTA,BELLA VISTA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS BELLAVISTA,CECYTE,07ETC0017Z
CHIAPAS,BELLA VISTA,EL PROGRESO,TELEBACHILLERATO NUM. 103 GUADALUPE VICTORIA,TELEBACH,07ETH0102S
CHIAPAS,BELLA VISTA,EMILIANO ZAPATA,147 EMILIANO ZAPATA,EMSAD,07EMS0075H
CHIAPAS,BELLA VISTA,LA INDEPENDENCIA,TELEBACHILLERATO COMUNITARIO NUMERO 16 MIGUEL HIDALGO Y COSTILLA,TELEBACHCOMUNITARIOS,07ETK0034Z
CHIAPAS,BELLA VISTA,LA RINCONADA,TELEBACHILLERATO NUM. 30 ROSARIO CASTELLANOS FIGUEROA,TELEBACH,07ETH0030P
CHIAPAS,BELLA VISTA,LAS NUBES,TELEBACHILLERATO COMUNITARIO NUMERO 15 JAIME SABINES GUTIERREZ,TELEBACHCOMUNITARIOS,07ETK0071C
CHIAPAS,BELLA VISTA,NUEVO PACAYAL,213 NUEVO PACAYAL,EMSAD,07EMS0119O
CHIAPAS,BELLA VISTA,SAN JOSÉ LAS CHICHARRAS,298 SAN JOSE LAS CHICHARRAS,EMSAD,07EMS0217P
CHIAPAS,BENEMÉRITO DE LAS AMÉRICAS,ARROYO DELICIAS,321 ARROYO DELICIAS,EMSAD,07EMS0239A
CHIAPAS,BENEMÉRITO DE LAS AMÉRICAS,BENEMÉRITO DE LAS AMÉRICAS,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS BENEMERITO DE LAS AMERICAS,CECYTE,07ETC0024J
CHIAPAS,BENEMÉRITO DE LAS AMÉRICAS,FLOR DE CACAO,247 FLOR DE CACAO,EMSAD,07EMS0214S
CHIAPAS,BENEMÉRITO DE LAS AMÉRICAS,NUEVO CHIHUAHUA,TELEBACHILLERATO NUM. 112 LAZARO CARDENAS DEL RIO,TELEBACH,07ETH0106O
ENTIDAD,MUNICIPIO,LOCALIDAD,NOMBRE DEL PLANTEL,SUBSISTEMA,CCT
CHIAPAS,BENEMÉRITO DE LAS AMÉRICAS,NUEVO ORIZABA,126 NUEVO ORIZABA,EMSAD,07EMS0032J
CHIAPAS,BENEMÉRITO DE LAS AMÉRICAS,ROBERTO BARRIOS,125 ROBERTO BARRIOS,EMSAD,07EMS0033I
CHIAPAS,BERRIOZÁBAL,BERRIOZÁBAL,ESCUELA PREPARATORIA SALOMON GONZALEZ BLANCO,BACHEST,07EBH0044C
CHIAPAS,BERRIOZÁBAL,BERRIOZÁBAL,ESCUELA PREPARATORIA SALOMON GONZALEZ BLANCO,BACHEST,07EBH0074X
CHIAPAS,BERRIOZÁBAL,CIUDAD MAYA,ESCUELA PREPARATORIA CIUDAD MAYA,BACHEST,07EBH0087A
CHIAPAS,BERRIOZÁBAL,EFRAÍN A. GUTIÉRREZ,TELEBACHILLERATO COMUNITARIO NUMERO 17 BELISARIO DOMINGUEZ PALENCIA,TELEBACHCOMUNITARIOS,07ETK0042H
CHIAPAS,BERRIOZÁBAL,LAS MARAVILLAS,TELEBACHILLERATO NUM. 67 JOAQUIN MIGUEL GUTIERREZ,TELEBACH,07ETH0067C
CHIAPAS,BOCHIL,ALLENDE ESQUIPULAS,TELEBACHILLERATO COMUNITARIO NUMERO 18 MIGUEL HIDALGO Y COSTILLA,TELEBACHCOMUNITARIOS,07ETK0101G
